game_id,season,week,gameday,team,opponent,points_for,points_against,rest_days,is_home,win
2024_09_TB_KC,2024,9,2024-11-04,TB,KC,24,30,8,0,0
2024_09_WAS_NYG,2024,9,2024-11-03,NYG,WAS,22,27,6,1,0
2024_09_WAS_NYG,2024,9,2024-11-03,WAS,NYG,27,22,7,0,1
2024_10_ATL_NO,2024,10,2024-11-10,ATL,NO,17,20,7,0,0
2024_10_ATL_NO,2024,10,2024-11-10,NO,ATL,20,17,7,1,1
2024_10_BUF_IND,2024,10,2024-11-10,BUF,IND,30,20,7,0,1
2024_10_BUF_IND,2024,10,2024-11-10,IND,BUF,20,30,7,1,0
2024_10_CIN_BAL,2024,10,2024-11-07,BAL,CIN,35,34,4,1,1
2024_10_CIN_BAL,2024,10,2024-11-07,CIN,BAL,34,35,4,0,0
2024_10_DEN_KC,2024,10,2024-11-10,DEN,KC,14,16,7,0,0
2024_10_DEN_KC,2024,10,2024-11-10,KC,DEN,16,14,6,1,1
2024_10_DET_HOU,2024,10,2024-11-10,DET,HOU,26,23,7,0,1
2024_10_DET_HOU,2024,10,2024-11-10,HOU,DET,23,26,10,1,0
2024_10_MIA_LA,2024,10,2024-11-11,LA,MIA,15,23,8,1,0
2024_10_MIA_LA,2024,10,2024-11-11,MIA,LA,23,15,8,0,1
2024_10_MIN_JAX,2024,10,2024-11-10,JAX,MIN,7,12,7,1,0
2024_10_MIN_JAX,2024,10,2024-11-10,MIN,JAX,12,7,7,0,1
2024_10_NE_CHI,2024,10,2024-11-10,CHI,NE,3,19,7,1,0
2024_10_NE_CHI,2024,10,2024-11-10,NE,CHI,19,3,7,0,1
2024_10_NYG_CAR,2024,10,2024-11-10,CAR,NYG,20,17,7,1,1
2024_10_NYG_CAR,2024,10,2024-11-10,NYG,CAR,17,20,7,0,0
2024_10_NYJ_ARI,2024,10,2024-11-10,ARI,NYJ,31,6,7,1,1
2024_10_NYJ_ARI,2024,10,2024-11-10,NYJ,ARI,6,31,10,0,0
2024_10_PHI_DAL,2024,10,2024-11-10,DAL,PHI,6,34,7,1,0
2024_10_PHI_DAL,2024,10,2024-11-10,PHI,DAL,34,6,7,0,1
2024_10_PIT_WAS,2024,10,2024-11-10,PIT,WAS,28,27,13,0,1
2024_10_PIT_WAS,2024,10,2024-11-10,WAS,PIT,27,28,7,1,0
2024_10_SF_TB,2024,10,2024-11-10,SF,TB,23,20,14,0,1
2024_10_SF_TB,2024,10,2024-11-10,TB,SF,20,23,6,1,0
2024_10_TEN_LAC,2024,10,2024-11-10,LAC,TEN,27,17,7,1,1
2024_10_TEN_LAC,2024,10,2024-11-10,TEN,LAC,17,27,7,0,0
2024_11_ATL_DEN,2024,11,2024-11-17,ATL,DEN,6,38,7,0,0
2024_11_ATL_DEN,2024,11,2024-11-17,DEN,ATL,38,6,7,1,1
2024_11_BAL_PIT,2024,11,2024-11-17,BAL,PIT,16,18,10,0,0
2024_11_BAL_PIT,2024,11,2024-11-17,PIT,BAL,18,16,7,1,1
2024_11_CIN_LAC,2024,11,2024-11-17,CIN,LAC,27,34,10,0,0
2024_11_CIN_LAC,2024,11,2024-11-17,LAC,CIN,34,27,7,1,1
2024_11_CLE_NO,2024,11,2024-11-17,CLE,NO,14,35,14,0,0
2024_11_CLE_NO,2024,11,2024-11-17,NO,CLE,35,14,7,1,1
2024_11_GB_CHI,2024,11,2024-11-17,CHI,GB,19,20,7,1,0
2024_11_GB_CHI,2024,11,2024-11-17,GB,CHI,20,19,14,0,1
2024_11_HOU_DAL,2024,11,2024-11-18,DAL,HOU,10,34,8,1,0
2024_11_HOU_DAL,2024,11,2024-11-18,HOU,DAL,34,10,8,0,1
2024_11_IND_NYJ,2024,11,2024-11-17,IND,NYJ,28,27,7,0,1
2024_11_IND_NYJ,2024,11,2024-11-17,NYJ,IND,27,28,7,1,0
2024_11_JAX_DET,2024,11,2024-11-17,DET,JAX,52,6,7,1,1
2024_11_JAX_DET,2024,11,2024-11-17,JAX,DET,6,52,7,0,0
2024_11_KC_BUF,2024,11,2024-11-17,BUF,KC,30,21,7,1,1
2024_11_KC_BUF,2024,11,2024-11-17,KC,BUF,21,30,7,0,0
2024_11_LA_NE,2024,11,2024-11-17,LA,NE,28,22,6,0,1
2024_11_LA_NE,2024,11,2024-11-17,NE,LA,22,28,7,1,0
2024_11_LV_MIA,2024,11,2024-11-17,LV,MIA,19,34,14,0,0
2024_11_LV_MIA,2024,11,2024-11-17,MIA,LV,34,19,6,1,1
2024_11_MIN_TEN,2024,11,2024-11-17,MIN,TEN,23,13,7,0,1
2024_11_MIN_TEN,2024,11,2024-11-17,TEN,MIN,13,23,7,1,0
2024_11_SEA_SF,2024,11,2024-11-17,SEA,SF,20,17,14,0,1
2024_11_SEA_SF,2024,11,2024-11-17,SF,SEA,17,20,7,1,0
2024_11_WAS_PHI,2024,11,2024-11-14,PHI,WAS,26,18,4,1,1
2024_11_WAS_PHI,2024,11,2024-11-14,WAS,PHI,18,26,4,0,0
2024_12_ARI_SEA,2024,12,2024-11-24,ARI,SEA,6,16,14,0,0
2024_12_ARI_SEA,2024,12,2024-11-24,SEA,ARI,16,6,7,1,1
2024_12_BAL_LAC,2024,12,2024-11-25,BAL,LAC,30,23,8,0,1
2024_12_BAL_LAC,2024,12,2024-11-25,LAC,BAL,23,30,8,1,0
2024_12_DAL_WAS,2024,12,2024-11-24,DAL,WAS,34,26,6,0,1
2024_12_DAL_WAS,2024,12,2024-11-24,WAS,DAL,26,34,10,1,0
2024_12_DEN_LV,2024,12,2024-11-24,DEN,LV,29,19,7,0,1
2024_12_DEN_LV,2024,12,2024-11-24,LV,DEN,19,29,7,1,0
2024_12_DET_IND,2024,12,2024-11-24,DET,IND,24,6,7,0,1
2024_12_DET_IND,2024,12,2024-11-24,IND,DET,6,24,7,1,0
2024_12_KC_CAR,2024,12,2024-11-24,CAR,KC,27,30,14,1,0
2024_12_KC_CAR,2024,12,2024-11-24,KC,CAR,30,27,7,0,1
2024_12_MIN_CHI,2024,12,2024-11-24,CHI,MIN,27,30,7,1,0
2024_12_MIN_CHI,2024,12,2024-11-24,MIN,CHI,30,27,7,0,1
2024_12_NE_MIA,2024,12,2024-11-24,MIA,NE,34,15,7,1,1
2024_12_NE_MIA,2024,12,2024-11-24,NE,MIA,15,34,7,0,0
2024_12_PHI_LA,2024,12,2024-11-24,LA,PHI,20,37,7,1,0
2024_12_PHI_LA,2024,12,2024-11-24,PHI,LA,37,20,10,0,1
2024_12_PIT_CLE,2024,12,2024-11-21,CLE,PIT,24,19,4,1,1
2024_12_PIT_CLE,2024,12,2024-11-21,PIT,CLE,19,24,4,0,0
2024_12_SF_GB,2024,12,2024-11-24,GB,SF,38,10,7,1,1
2024_12_SF_GB,2024,12,2024-11-24,SF,GB,10,38,7,0,0
2024_12_TB_NYG,2024,12,2024-11-24,NYG,TB,7,30,14,1,0
2024_12_TB_NYG,2024,12,2024-11-24,TB,NYG,30,7,14,0,1
2024_12_TEN_HOU,2024,12,2024-11-24,HOU,TEN,27,32,6,1,0
2024_12_TEN_HOU,2024,12,2024-11-24,TEN,HOU,32,27,7,0,1
2024_13_ARI_MIN,2024,13,2024-12-01,ARI,MIN,22,23,7,0,0
2024_13_ARI_MIN,2024,13,2024-12-01,MIN,ARI,23,22,7,1,1
2024_13_CHI_DET,2024,13,2024-11-28,CHI,DET,20,23,4,0,0
2024_13_CHI_DET,2024,13,2024-11-28,DET,CHI,23,20,4,1,1
2024_13_CLE_DEN,2024,13,2024-12-02,CLE,DEN,32,41,11,0,0
2024_13_CLE_DEN,2024,13,2024-12-02,DEN,CLE,41,32,8,1,1
2024_13_HOU_JAX,2024,13,2024-12-01,HOU,JAX,23,20,7,0,1
2024_13_HOU_JAX,2024,13,2024-12-01,JAX,HOU,20,23,14,1,0
2024_13_IND_NE,2024,13,2024-12-01,IND,NE,25,24,7,0,1
2024_13_IND_NE,2024,13,2024-12-01,NE,IND,24,25,7,1,0
2024_13_LAC_ATL,2024,13,2024-12-01,ATL,LAC,13,17,14,1,0
2024_13_LAC_ATL,2024,13,2024-12-01,LAC,ATL,17,13,6,0,1
2024_13_LA_NO,2024,13,2024-12-01,LA,NO,21,14,7,0,1
2024_13_LA_NO,2024,13,2024-12-01,NO,LA,14,21,14,1,0
2024_13_LV_KC,2024,13,2024-11-29,KC,LV,19,17,5,1,1
2024_13_LV_KC,2024,13,2024-11-29,LV,KC,17,19,5,0,0
2024_13_MIA_GB,2024,13,2024-11-28,GB,MIA,30,17,4,1,1
2024_13_MIA_GB,2024,13,2024-11-28,MIA,GB,17,30,4,0,0
2024_13_NYG_DAL,2024,13,2024-11-28,DAL,NYG,27,20,4,1,1
2024_13_NYG_DAL,2024,13,2024-11-28,NYG,DAL,20,27,4,0,0
2024_13_PHI_BAL,2024,13,2024-12-01,BAL,PHI,19,24,6,1,0
2024_13_PHI_BAL,2024,13,2024-12-01,PHI,BAL,24,19,7,0,1
2024_13_PIT_CIN,2024,13,2024-12-01,CIN,PIT,38,44,14,1,0
2024_13_PIT_CIN,2024,13,2024-12-01,PIT,CIN,44,38,10,0,1
2024_13_SEA_NYJ,2024,13,2024-12-01,NYJ,SEA,21,26,14,1,0
2024_13_SEA_NYJ,2024,13,2024-12-01,SEA,NYJ,26,21,7,0,1
2024_13_SF_BUF,2024,13,2024-12-01,BUF,SF,35,10,14,1,1
2024_13_SF_BUF,2024,13,2024-12-01,SF,BUF,10,35,7,0,0
2024_13_TB_CAR,2024,13,2024-12-01,CAR,TB,23,26,7,1,0
2024_13_TB_CAR,2024,13,2024-12-01,TB,CAR,26,23,7,0,1
2024_13_TEN_WAS,2024,13,2024-12-01,TEN,WAS,19,42,7,0,0
2024_13_TEN_WAS,2024,13,2024-12-01,WAS,TEN,42,19,7,1,1
2024_14_ATL_MIN,2024,14,2024-12-08,ATL,MIN,21,42,7,0,0
2024_14_ATL_MIN,2024,14,2024-12-08,MIN,ATL,42,21,7,1,1
2024_14_BUF_LA,2024,14,2024-12-08,BUF,LA,42,44,7,0,0
2024_14_BUF_LA,2024,14,2024-12-08,LA,BUF,44,42,7,1,1
2024_14_CAR_PHI,2024,14,2024-12-08,CAR,PHI,16,22,7,0,0
2024_14_CAR_PHI,2024,14,2024-12-08,PHI,CAR,22,16,7,1,1
2024_14_CHI_SF,2024,14,2024-12-08,CHI,SF,13,38,10,0,0
2024_14_CHI_SF,2024,14,2024-12-08,SF,CHI,38,13,7,1,1
2024_14_CIN_DAL,2024,14,2024-12-09,CIN,DAL,27,20,8,0,1
2024_14_CIN_DAL,2024,14,2024-12-09,DAL,CIN,20,27,11,1,0
2024_14_CLE_PIT,2024,14,2024-12-08,CLE,PIT,14,27,6,0,0
2024_14_CLE_PIT,2024,14,2024-12-08,PIT,CLE,27,14,7,1,1
2024_14_GB_DET,2024,14,2024-12-05,DET,GB,34,31,7,1,1
2024_14_GB_DET,2024,14,2024-12-05,GB,DET,31,34,7,0,0
2024_14_JAX_TEN,2024,14,2024-12-08,JAX,TEN,10,6,7,0,1
2024_14_JAX_TEN,2024,14,2024-12-08,TEN,JAX,6,10,7,1,0
2024_14_LAC_KC,2024,14,2024-12-08,KC,LAC,19,17,9,1,1
2024_14_LAC_KC,2024,14,2024-12-08,LAC,KC,17,19,7,0,0
2024_14_LV_TB,2024,14,2024-12-08,LV,TB,13,28,9,0,0
2024_14_LV_TB,2024,14,2024-12-08,TB,LV,28,13,7,1,1
2024_14_NO_NYG,2024,14,2024-12-08,NO,NYG,14,11,7,0,1
2024_14_NO_NYG,2024,14,2024-12-08,NYG,NO,11,14,10,1,0
2024_14_NYJ_MIA,2024,14,2024-12-08,MIA,NYJ,32,26,10,1,1
2024_14_NYJ_MIA,2024,14,2024-12-08,NYJ,MIA,26,32,7,0,0
2024_14_SEA_ARI,2024,14,2024-12-08,ARI,SEA,18,30,7,1,0
2024_14_SEA_ARI,2024,14,2024-12-08,SEA,ARI,30,18,7,0,1
2024_15_ATL_LV,2024,15,2024-12-16,ATL,LV,15,9,8,0,1
2024_15_ATL_LV,2024,15,2024-12-16,LV,ATL,9,15,8,1,0
2024_15_BAL_NYG,2024,15,2024-12-15,BAL,NYG,35,14,14,0,1
2024_15_BAL_NYG,2024,15,2024-12-15,NYG,BAL,14,35,7,1,0
2024_15_BUF_DET,2024,15,2024-12-15,BUF,DET,48,42,7,0,1
2024_15_BUF_DET,2024,15,2024-12-15,DET,BUF,42,48,10,1,0
2024_15_CHI_MIN,2024,15,2024-12-16,CHI,MIN,12,30,8,0,0
2024_15_CHI_MIN,2024,15,2024-12-16,MIN,CHI,30,12,8,1,1
2024_15_CIN_TEN,2024,15,2024-12-15,CIN,TEN,37,27,6,0,1
2024_15_CIN_TEN,2024,15,2024-12-15,TEN,CIN,27,37,7,1,0
2024_15_DAL_CAR,2024,15,2024-12-15,CAR,DAL,14,30,7,1,0
2024_15_DAL_CAR,2024,15,2024-12-15,DAL,CAR,30,14,6,0,1
2024_15_GB_SEA,2024,15,2024-12-15,GB,SEA,30,13,10,0,1
2024_15_GB_SEA,2024,15,2024-12-15,SEA,GB,13,30,7,1,0
2024_15_IND_DEN,2024,15,2024-12-15,DEN,IND,31,13,13,1,1
2024_15_IND_DEN,2024,15,2024-12-15,IND,DEN,13,31,14,0,0
2024_15_KC_CLE,2024,15,2024-12-15,CLE,KC,7,21,7,1,0
2024_15_KC_CLE,2024,15,2024-12-15,KC,CLE,21,7,7,0,1
2024_15_LA_SF,2024,15,2024-12-12,LA,SF,12,6,4,0,1
2024_15_LA_SF,2024,15,2024-12-12,SF,LA,6,12,4,1,0
2024_15_MIA_HOU,2024,15,2024-12-15,HOU,MIA,20,12,14,1,1
2024_15_MIA_HOU,2024,15,2024-12-15,MIA,HOU,12,20,7,0,0
2024_15_NE_ARI,2024,15,2024-12-15,ARI,NE,30,17,7,1,1
2024_15_NE_ARI,2024,15,2024-12-15,NE,ARI,17,30,14,0,0
2024_15_NYJ_JAX,2024,15,2024-12-15,JAX,NYJ,25,32,7,1,0
2024_15_NYJ_JAX,2024,15,2024-12-15,NYJ,JAX,32,25,7,0,1
2024_15_PIT_PHI,2024,15,2024-12-15,PHI,PIT,27,13,7,1,1
2024_15_PIT_PHI,2024,15,2024-12-15,PIT,PHI,13,27,7,0,0
2024_15_TB_LAC,2024,15,2024-12-15,LAC,TB,17,40,7,1,0
2024_15_TB_LAC,2024,15,2024-12-15,TB,LAC,40,17,7,0,1
2024_15_WAS_NO,2024,15,2024-12-15,NO,WAS,19,20,7,1,0
2024_15_WAS_NO,2024,15,2024-12-15,WAS,NO,20,19,14,0,1
2024_16_ARI_CAR,2024,16,2024-12-22,ARI,CAR,30,36,7,0,0
2024_16_ARI_CAR,2024,16,2024-12-22,CAR,ARI,36,30,7,1,1
2024_16_CLE_CIN,2024,16,2024-12-22,CIN,CLE,24,6,7,1,1
2024_16_CLE_CIN,2024,16,2024-12-22,CLE,CIN,6,24,7,0,0
2024_16_DEN_LAC,2024,16,2024-12-19,DEN,LAC,27,34,4,0,0
2024_16_DEN_LAC,2024,16,2024-12-19,LAC,DEN,34,27,4,1,1
2024_16_DET_CHI,2024,16,2024-12-22,CHI,DET,17,34,6,1,0
2024_16_DET_CHI,2024,16,2024-12-22,DET,CHI,34,17,7,0,1
2024_16_HOU_KC,2024,16,2024-12-21,HOU,KC,19,27,6,0,0
2024_16_HOU_KC,2024,16,2024-12-21,KC,HOU,27,19,6,1,1
2024_16_JAX_LV,2024,16,2024-12-22,JAX,LV,14,19,7,0,0
2024_16_JAX_LV,2024,16,2024-12-22,LV,JAX,19,14,6,1,1
2024_16_LA_NYJ,2024,16,2024-12-22,LA,NYJ,19,9,10,0,1
2024_16_LA_NYJ,2024,16,2024-12-22,NYJ,LA,9,19,7,1,0
2024_16_MIN_SEA,2024,16,2024-12-22,MIN,SEA,27,24,6,0,1
2024_16_MIN_SEA,2024,16,2024-12-22,SEA,MIN,24,27,7,1,0
2024_16_NE_BUF,2024,16,2024-12-22,BUF,NE,24,21,7,1,1
2024_16_NE_BUF,2024,16,2024-12-22,NE,BUF,21,24,7,0,0
2024_16_NO_GB,2024,16,2024-12-23,GB,NO,34,0,8,1,1
2024_16_NO_GB,2024,16,2024-12-23,NO,GB,0,34,8,0,0
2024_16_NYG_ATL,2024,16,2024-12-22,ATL,NYG,34,7,6,1,1
2024_16_NYG_ATL,2024,16,2024-12-22,NYG,ATL,7,34,7,0,0
2024_16_PHI_WAS,2024,16,2024-12-22,PHI,WAS,33,36,7,0,0
2024_16_PHI_WAS,2024,16,2024-12-22,WAS,PHI,36,33,7,1,1
2024_16_PIT_BAL,2024,16,2024-12-21,BAL,PIT,34,17,6,1,1
2024_16_PIT_BAL,2024,16,2024-12-21,PIT,BAL,17,34,6,0,0
2024_16_SF_MIA,2024,16,2024-12-22,MIA,SF,29,17,7,1,1
2024_16_SF_MIA,2024,16,2024-12-22,SF,MIA,17,29,10,0,0
2024_16_TB_DAL,2024,16,2024-12-22,DAL,TB,26,24,7,1,1
2024_16_TB_DAL,2024,16,2024-12-22,TB,DAL,24,26,7,0,0
2024_16_TEN_IND,2024,16,2024-12-22,IND,TEN,38,30,7,1,1
2024_16_TEN_IND,2024,16,2024-12-22,TEN,IND,30,38,7,0,0
2024_17_ARI_LA,2024,17,2024-12-28,ARI,LA,9,13,6,0,0
2024_17_ARI_LA,2024,17,2024-12-28,LA,ARI,13,9,6,1,1
2024_17_ATL_WAS,2024,17,2024-12-29,ATL,WAS,24,30,7,0,0
2024_17_ATL_WAS,2024,17,2024-12-29,WAS,ATL,30,24,7,1,1
2024_17_BAL_HOU,2024,17,2024-12-25,BAL,HOU,31,2,4,0,1
2024_17_BAL_HOU,2024,17,2024-12-25,HOU,BAL,2,31,4,1,0
2024_17_CAR_TB,2024,17,2024-12-29,CAR,TB,14,48,7,0,0
2024_17_CAR_TB,2024,17,2024-12-29,TB,CAR,48,14,7,1,1
2024_17_DAL_PHI,2024,17,2024-12-29,DAL,PHI,7,41,7,0,0
2024_17_DAL_PHI,2024,17,2024-12-29,PHI,DAL,41,7,7,1,1
2024_17_DEN_CIN,2024,17,2024-12-28,CIN,DEN,30,24,6,1,1
2024_17_DEN_CIN,2024,17,2024-12-28,DEN,CIN,24,30,9,0,0
2024_17_DET_SF,2024,17,2024-12-30,DET,SF,40,34,8,0,1
2024_17_DET_SF,2024,17,2024-12-30,SF,DET,34,40,8,1,0
2024_17_GB_MIN,2024,17,2024-12-29,GB,MIN,25,27,6,0,0
2024_17_GB_MIN,2024,17,2024-12-29,MIN,GB,27,25,7,1,1
2024_17_IND_NYG,2024,17,2024-12-29,IND,NYG,33,45,7,0,0
2024_17_IND_NYG,2024,17,2024-12-29,NYG,IND,45,33,7,1,1
2024_17_KC_PIT,2024,17,2024-12-25,KC,PIT,29,10,4,0,1
2024_17_KC_PIT,2024,17,2024-12-25,PIT,KC,10,29,4,1,0
2024_17_LAC_NE,2024,17,2024-12-28,LAC,NE,40,7,9,0,1
2024_17_LAC_NE,2024,17,2024-12-28,NE,LAC,7,40,6,1,0
2024_17_LV_NO,2024,17,2024-12-29,LV,NO,25,10,7,0,1
2024_17_LV_NO,2024,17,2024-12-29,NO,LV,10,25,6,1,0
2024_17_MIA_CLE,2024,17,2024-12-29,CLE,MIA,3,20,7,1,0
2024_17_MIA_CLE,2024,17,2024-12-29,MIA,CLE,20,3,7,0,1
2024_17_NYJ_BUF,2024,17,2024-12-29,BUF,NYJ,40,14,7,1,1
2024_17_NYJ_BUF,2024,17,2024-12-29,NYJ,BUF,14,40,7,0,0
2024_17_SEA_CHI,2024,17,2024-12-26,CHI,SEA,3,6,4,1,0
2024_17_SEA_CHI,2024,17,2024-12-26,SEA,CHI,6,3,4,0,1
2024_17_TEN_JAX,2024,17,2024-12-29,JAX,TEN,20,13,7,1,1
2024_17_TEN_JAX,2024,17,2024-12-29,TEN,JAX,13,20,7,0,0
2024_18_BUF_NE,2024,18,2025-01-05,BUF,NE,16,23,7,0,0
2024_18_BUF_NE,2024,18,2025-01-05,NE,BUF,23,16,8,1,1
2024_18_CAR_ATL,2024,18,2025-01-05,ATL,CAR,38,44,7,1,0
2024_18_CAR_ATL,2024,18,2025-01-05,CAR,ATL,44,38,7,0,1
2024_18_CHI_GB,2024,18,2025-01-05,CHI,GB,24,22,10,0,1
2024_18_CHI_GB,2024,18,2025-01-05,GB,CHI,22,24,7,1,0
2024_18_CIN_PIT,2024,18,2025-01-04,CIN,PIT,19,17,7,0,1
2024_18_CIN_PIT,2024,18,2025-01-04,PIT,CIN,17,19,10,1,0
2024_18_CLE_BAL,2024,18,2025-01-04,BAL,CLE,35,10,10,1,1
2024_18_CLE_BAL,2024,18,2025-01-04,CLE,BAL,10,35,6,0,0
2024_18_HOU_TEN,2024,18,2025-01-05,HOU,TEN,23,14,11,0,1
2024_18_HOU_TEN,2024,18,2025-01-05,TEN,HOU,14,23,7,1,0
2024_18_JAX_IND,2024,18,2025-01-05,IND,JAX,26,23,7,1,1
2024_18_JAX_IND,2024,18,2025-01-05,JAX,IND,23,26,7,0,0
2024_18_KC_DEN,2024,18,2025-01-05,DEN,KC,38,0,8,1,1
2024_18_KC_DEN,2024,18,2025-01-05,KC,DEN,0,38,11,0,0
2024_18_LAC_LV,2024,18,2025-01-05,LAC,LV,34,20,8,0,1
2024_18_LAC_LV,2024,18,2025-01-05,LV,LAC,20,34,7,1,0
2024_18_MIA_NYJ,2024,18,2025-01-05,MIA,NYJ,20,32,7,0,0
2024_18_MIA_NYJ,2024,18,2025-01-05,NYJ,MIA,32,20,7,1,1
2024_18_MIN_DET,2024,18,2025-01-05,DET,MIN,31,9,6,1,1
2024_18_MIN_DET,2024,18,2025-01-05,MIN,DET,9,31,7,0,0
2024_18_NO_TB,2024,18,2025-01-05,NO,TB,19,27,7,0,0
2024_18_NO_TB,2024,18,2025-01-05,TB,NO,27,19,7,1,1
2024_18_NYG_PHI,2024,18,2025-01-05,NYG,PHI,13,20,7,0,0
2024_18_NYG_PHI,2024,18,2025-01-05,PHI,NYG,20,13,7,1,1
2024_18_SEA_LA,2024,18,2025-01-05,LA,SEA,25,30,8,1,0
2024_18_SEA_LA,2024,18,2025-01-05,SEA,LA,30,25,10,0,1
2024_18_SF_ARI,2024,18,2025-01-05,ARI,SF,47,24,8,1,1
2024_18_SF_ARI,2024,18,2025-01-05,SF,ARI,24,47,6,0,0
2024_18_WAS_DAL,2024,18,2025-01-05,DAL,WAS,19,23,7,1,0
